www.hindustantimes.com	14647.3240000196	12742.5689999945	0.8699588402617058
www.greatandhra.com	3709.4870000146298	3152.02400018461	0.8497196513081671
www.123telugu.com	3805.43499998748	3649.71899986267	0.9590806306965374
www.dnaindia.com	17410.7349999249	7227.08099987358	0.41509338921675354
www.telugucinema.com	3780.97500000149	3394.08900006674	0.8976755995650335
www.gulte.com	5629.210999934	1552.5670000352002	0.2758054370414261
www.idlebrain.com	5781.03600000031	5452.2860001307	0.9431330301576408
www.ibtimes.com	7602.66199987382	7131.45500002429	0.9380207880006568
www.financialexpress.com	9300.32399995252	7102.6149999816	0.7636954368490668
www.indianexpress.com	10421.9210001174	9599.53400003724	0.9210906511313129
